StartTime,FromNode,ToNode,SourcePort,DestinationPort,Size,Priority
1000550962ns,h29,h30,3,7,1017B,0
1000551341ns,h21,h24,3,9,9197B,0
1000552075ns,h31,h22,3,14,23790B,0
1000552264ns,h29,h23,3,12,5106B,0
1000552414ns,h30,h24,3,8,4172B,0
1000552528ns,h25,h27,3,9,3860B,0
1000553233ns,h19,h17,3,10,4618B,0
1000553273ns,h30,h28,3,10,2534B,0
1000553858ns,h25,h32,3,10,6786B,0
1000553924ns,h22,h24,3,10,4182B,0
1000554934ns,h30,h18,3,6,475B,0
1000555175ns,h21,h20,3,8,4028B,0
1000555230ns,h27,h18,3,9,18358B,0
1000555728ns,h17,h21,3,9,5625B,0
1000556331ns,h29,h17,3,11,28565B,0
1000556631ns,h29,h30,3,8,80425B,0
1000557404ns,h20,h32,3,8,4121B,0
1000557489ns,h29,h19,3,5,6858B,0
1000557823ns,h32,h19,3,9,28165B,0
1000558476ns,h18,h32,3,7,7043B,0
1000558604ns,h29,h22,3,7,2930B,0
1000559237ns,h29,h17,3,12,4161B,0
1000559633ns,h26,h32,3,9,1126222B,0
1000559656ns,h29,h17,3,13,4605B,0
1000559687ns,h26,h31,3,8,25996B,0
1000560085ns,h26,h30,3,5,15221B,0
1000560234ns,h28,h21,3,10,11500B,0
1000560693ns,h20,h30,3,11,10094B,0
1000561153ns,h21,h23,3,8,14868B,0
1000561261ns,h30,h24,3,9,22703B,0
1000561326ns,h22,h26,3,11,1087B,0
1000561381ns,h32,h29,3,8,2927B,0
1000561650ns,h18,h28,3,8,6387B,0
1000562020ns,h31,h29,3,10,3706B,0
1000562519ns,h27,h17,3,11,6626B,0
1000562768ns,h30,h25,3,13,6280B,0
1000562959ns,h24,h22,3,5,2211B,0
1000563305ns,h25,h20,3,9,1499B,0
1000563359ns,h32,h31,3,9,203B,0
1000563569ns,h30,h20,3,14,19072B,0
1000563575ns,h32,h19,3,10,1425B,0
1000563809ns,h22,h19,3,9,115882B,0
1000563948ns,h21,h27,3,14,858411B,0
1000564007ns,h18,h26,3,7,11761B,0
1000564133ns,h22,h25,3,10,5910B,0
1000564257ns,h24,h26,3,9,4401B,0
1000564348ns,h23,h32,3,8,5582B,0
1000564405ns,h25,h30,3,11,5002B,0
1000564509ns,h17,h31,3,6,5443B,0
1000565022ns,h23,h17,3,14,10392B,0
1000565085ns,h23,h31,3,10,30024B,0
1000565831ns,h23,h17,3,15,2751B,0
1000566708ns,h21,h27,3,15,4115B,0
1000566804ns,h18,h31,3,11,3661B,0
1000566919ns,h32,h25,3,10,791B,0
1000567088ns,h20,h23,3,10,23805B,0
1000567798ns,h29,h22,3,8,6437B,0
1000567837ns,h17,h31,3,7,1169B,0
1000568070ns,h31,h26,3,13,5875B,0
1000568467ns,h29,h28,3,12,5912B,0
1000568844ns,h21,h22,3,8,14024B,0
1000569009ns,h25,h19,3,8,12862B,0
1000569883ns,h21,h32,3,8,2346B,0
1000570172ns,h32,h27,3,6,7436B,0
1000570886ns,h17,h21,3,10,6423B,0
1000570950ns,h24,h32,3,8,235B,0
1000570964ns,h23,h26,3,7,2577B,0
1000571162ns,h22,h31,3,15,7781B,0
1000571370ns,h25,h18,3,7,5190B,0
1000572532ns,h20,h29,3,14,120069B,0
1000572562ns,h30,h19,3,11,6354B,0
1000572588ns,h24,h18,3,6,7967B,0
1000572879ns,h21,h28,3,10,2330B,0
1000572883ns,h32,h26,3,4,6162B,0
1000572937ns,h27,h23,3,11,10948B,0
1000573374ns,h25,h19,3,9,20443B,0
1000573747ns,h19,h31,3,10,3482B,0
1000573899ns,h17,h29,3,4,5448B,0
1000574257ns,h31,h27,3,10,6110B,0
1000574800ns,h30,h29,3,3,5824B,0
1000574876ns,h17,h18,3,8,6127B,0
1000575306ns,h26,h29,3,11,4575B,0
1000575395ns,h31,h30,3,7,16425B,0
1000576134ns,h32,h28,3,8,40761B,0
1000576626ns,h24,h27,3,6,5034B,0
1000576840ns,h29,h18,3,11,7531B,0
1000577276ns,h20,h29,3,15,5308B,0
1000578173ns,h30,h21,3,11,7020B,0
1000578180ns,h27,h29,3,12,8241B,0
1000578204ns,h17,h27,3,8,6352B,0
1000578433ns,h21,h25,3,6,7848B,0
1000578689ns,h23,h25,3,9,12564B,0
1000578797ns,h31,h18,3,9,22035B,0
1000579047ns,h31,h17,3,9,3293B,0
1000579499ns,h28,h17,3,13,3774B,0
1000579984ns,h25,h29,3,15,6463B,0
1000580132ns,h27,h19,3,8,6423B,0
1000580136ns,h29,h18,3,12,16263B,0
1000580464ns,h27,h23,3,12,6489B,0
1000580857ns,h17,h32,3,11,31245B,0
1000580972ns,h27,h31,3,8,14000B,0
1000581185ns,h29,h22,3,9,6394B,0
1000581189ns,h29,h30,3,9,19282B,0
1000581190ns,h30,h18,3,7,6130B,0
1000581278ns,h21,h23,3,9,4971B,0
1000582233ns,h21,h26,3,9,5764B,0
1000582240ns,h17,h32,3,12,5961B,0
1000582290ns,h18,h17,3,9,7640B,0
1000582403ns,h19,h23,3,11,909B,0
1000582571ns,h22,h31,3,16,10625B,0
1000582613ns,h22,h17,3,13,136973B,0
1000582851ns,h25,h26,3,6,5983B,0
1000582928ns,h25,h23,3,8,1199B,0
1000583007ns,h26,h25,3,10,3510B,0
1000583123ns,h21,h28,3,11,1800B,0
1000583599ns,h23,h31,3,11,4233B,0
1000583647ns,h24,h32,3,9,15144B,0
1000584377ns,h18,h32,3,8,18B,0
1000585154ns,h31,h17,3,10,26949B,0
1000585334ns,h23,h30,3,4,72389B,0
1000585452ns,h20,h31,3,11,3227B,0
1000586709ns,h18,h19,3,6,3028B,0
1000586891ns,h32,h19,3,11,124173B,0
1000587297ns,h25,h20,3,10,5132B,0
1000587442ns,h23,h32,3,9,16921B,0
1000587498ns,h20,h30,3,12,157B,0
1000587565ns,h20,h26,3,11,1349818B,0
1000588349ns,h27,h21,3,6,287B,0
1000588389ns,h31,h21,3,12,7269B,0
1000589481ns,h31,h23,3,8,56836B,0
1000590203ns,h19,h17,3,11,20082B,0
1000590381ns,h27,h17,3,12,4700B,0
1000590784ns,h18,h29,3,10,18593B,0
1000590848ns,h29,h18,3,13,5415B,0
1000591108ns,h20,h17,3,5,6337B,0
1000591226ns,h19,h21,3,9,5157B,0
1000591333ns,h27,h29,3,13,5083B,0
1000591434ns,h21,h30,3,7,7049B,0
1000591704ns,h18,h25,3,7,14313B,0
1000591710ns,h24,h32,3,10,8518B,0
1000592912ns,h25,h18,3,8,13331B,0
1000593172ns,h25,h22,3,14,248B,0
1000594007ns,h32,h28,3,9,6613B,0
1000594155ns,h32,h22,3,6,5067B,0
1000594267ns,h23,h19,3,8,3639B,0
1000594295ns,h30,h26,3,8,48890B,0
1000594516ns,h19,h18,3,9,3433B,0
1000595325ns,h26,h22,3,11,3218B,0
1000595461ns,h27,h21,3,7,3119B,0
1000595526ns,h20,h22,3,7,7706B,0
1000595610ns,h28,h24,3,9,7305B,0
1000595860ns,h29,h25,3,12,6388B,0
1000597054ns,h19,h18,3,10,7089B,0
1000597207ns,h26,h22,3,12,74422B,0
1000597555ns,h30,h23,3,14,24942B,0
1000597901ns,h26,h23,3,6,33291B,0
1000598001ns,h17,h24,3,11,944B,0
1000598988ns,h19,h23,3,12,30817B,0
1000599027ns,h32,h18,3,4,546B,0
1000599499ns,h17,h20,3,8,7615B,0
1000600118ns,h28,h27,3,13,59327B,0
1000600927ns,h18,h30,3,10,6360B,0
1000601305ns,h18,h25,3,8,5642B,0
1000601328ns,h31,h19,3,4,4885B,0
1000601373ns,h17,h18,3,9,43946B,0
1000601713ns,h29,h19,3,6,54242B,0
1000601905ns,h17,h23,3,8,7369B,0
1000602140ns,h31,h26,3,14,9566B,0
1000602750ns,h24,h27,3,7,4949B,0
1000602899ns,h26,h25,3,11,2410B,0
1000603112ns,h29,h26,3,7,517316B,0
1000603412ns,h32,h22,3,7,7696B,0
1000603708ns,h26,h27,3,8,4389B,0
1000603807ns,h25,h28,3,8,381931B,0
1000604508ns,h22,h23,3,8,7281B,0
1000604620ns,h21,h30,3,8,4875B,0
1000605177ns,h21,h28,3,12,30557B,0
1000605304ns,h24,h31,3,6,1358B,0
1000606514ns,h31,h24,3,11,15863B,0
1000606743ns,h23,h22,3,8,2783B,0
1000607037ns,h27,h29,3,14,1878B,0
1000607685ns,h20,h17,3,6,4256B,0
1000607765ns,h17,h23,3,9,9594B,0
1000608177ns,h20,h32,3,9,7273B,0
1000608920ns,h18,h22,3,11,5659B,0
1000609122ns,h26,h25,3,12,2774B,0
1000609597ns,h20,h18,3,10,51923B,0
1000609817ns,h23,h18,3,8,13205B,0
1000610201ns,h32,h23,3,17,7949B,0
1000610563ns,h32,h26,3,5,17104B,0
1000610681ns,h28,h25,3,11,13764B,0
1000610750ns,h28,h25,3,12,1961B,0
1000610758ns,h32,h18,3,5,13702B,0
1000611454ns,h32,h17,3,10,21294B,0
1000611459ns,h22,h32,3,7,11835B,0
1000611636ns,h25,h19,3,10,6186B,0
1000612066ns,h32,h21,3,3,7951B,0
1000612110ns,h21,h24,3,10,1744B,0
1000612454ns,h27,h31,3,9,13069B,0
1000612920ns,h20,h32,3,10,4284B,0
1000612928ns,h31,h17,3,11,14528B,0
1000613335ns,h20,h27,3,10,7508B,0
1000613403ns,h23,h20,3,7,6418B,0
1000613730ns,h22,h27,3,7,6650B,0
1000613826ns,h24,h28,3,8,1303B,0
1000613833ns,h26,h31,3,9,713B,0
1000613865ns,h21,h27,3,16,258B,0
1000613963ns,h22,h30,3,14,13855B,0
1000613995ns,h21,h29,3,7,2415B,0
1000614516ns,h17,h19,3,12,2143B,0
1000615133ns,h29,h17,3,14,5346B,0
1000615252ns,h31,h28,3,7,425667B,0
1000615599ns,h30,h25,3,14,28953B,0
1000616102ns,h18,h32,3,9,4725B,0
1000616309ns,h24,h19,3,7,18222B,0
1000616376ns,h21,h23,3,10,1484B,0
1000616624ns,h19,h21,3,10,5406B,0
1000616639ns,h21,h31,3,7,7024B,0
1000617378ns,h20,h24,3,8,1028931B,0
1000617690ns,h31,h28,3,8,849B,0
1000617728ns,h28,h32,3,8,5582B,0
1000618111ns,h20,h26,3,12,47592B,0
1000618232ns,h22,h32,3,8,481B,0
1000618353ns,h17,h19,3,13,7196B,0
1000618363ns,h28,h24,3,10,5470B,0
1000619196ns,h20,h26,3,13,6860B,0
1000620458ns,h27,h32,3,10,8789B,0
1000620781ns,h20,h26,3,14,5533B,0
1000620808ns,h29,h30,3,10,29947B,0
1000620850ns,h29,h27,3,11,104324B,0
1000621818ns,h27,h25,3,8,945065B,0
1000622065ns,h27,h23,3,13,955B,0
1000622205ns,h32,h22,3,8,20986B,0
1000622376ns,h28,h21,3,11,27727B,0
1000622424ns,h28,h20,3,9,2536B,0
1000622544ns,h32,h25,3,11,76107B,0
1000623191ns,h20,h30,3,13,2217B,0
1000623988ns,h28,h31,3,7,3616B,0
1000625092ns,h19,h32,3,8,103993B,0
1000625574ns,h29,h20,3,10,20005B,0
1000625607ns,h26,h22,3,13,7001B,0
1000625996ns,h30,h27,3,13,4505B,0
1000626142ns,h29,h22,3,10,4202B,0
1000626479ns,h21,h19,3,8,5502B,0
1000626651ns,h17,h29,3,5,156B,0
1000627212ns,h21,h25,3,7,7518B,0
1000627294ns,h28,h25,3,13,899B,0
1000627493ns,h26,h28,3,7,13736B,0
1000627513ns,h21,h18,3,11,1223B,0
1000627966ns,h29,h31,3,5,178B,0
1000628860ns,h26,h24,3,9,4478B,0
1000629008ns,h27,h28,3,3,13655B,0
1000629396ns,h21,h26,3,10,20306B,0
1000629400ns,h25,h26,3,7,6402B,0
1000629419ns,h27,h28,3,4,69920B,0
1000629463ns,h32,h18,3,6,1997B,0
1000629474ns,h28,h24,3,11,4889B,0
1000630661ns,h18,h20,3,10,11385B,0
1000630684ns,h17,h23,3,10,4812B,0
1000630943ns,h31,h25,3,11,2535B,0
1000631020ns,h18,h22,3,12,7016B,0
1000631067ns,h29,h23,3,13,1091B,0
1000631166ns,h21,h28,3,13,5242B,0
1000631540ns,h20,h17,3,7,4212B,0
1000631660ns,h25,h32,3,11,4886B,0
1000631830ns,h27,h26,3,6,6211B,0
1000631840ns,h17,h19,3,14,6648B,0
1000631881ns,h20,h25,3,8,1471B,0
1000631915ns,h21,h18,3,12,4745B,0
1000632065ns,h28,h25,3,14,5334B,0
1000632294ns,h30,h28,3,11,5503B,0
1000632443ns,h26,h23,3,7,6167B,0
1000632451ns,h25,h22,3,15,5698B,0
1000632517ns,h32,h27,3,7,1291B,0
1000632773ns,h22,h31,3,17,3825B,0
1000633424ns,h23,h30,3,5,7586B,0
1000634093ns,h27,h23,3,14,19677B,0
1000634322ns,h30,h18,3,8,6438B,0
1000634412ns,h29,h17,3,15,2585B,0
1000634919ns,h32,h29,3,9,1229B,0
1000635385ns,h21,h26,3,11,2719B,0
1000635563ns,h21,h25,3,8,5337B,0
1000635730ns,h17,h21,3,11,6903B,0
1000635770ns,h31,h30,3,8,7759B,0
1000635943ns,h24,h20,3,5,6550B,0
1000635956ns,h28,h27,3,14,6903B,0
1000636389ns,h29,h28,3,13,5062B,0
1000636762ns,h29,h32,3,11,7770B,0
1000636978ns,h20,h29,3,16,10439B,0
1000637258ns,h30,h18,3,9,5493B,0
1000637298ns,h28,h32,3,9,17430B,0
1000637311ns,h29,h30,3,11,11637B,0
1000637559ns,h26,h22,3,14,32046B,0
1000637726ns,h31,h28,3,9,6052B,0
1000637825ns,h21,h26,3,12,5001B,0
1000637917ns,h31,h18,3,10,13972B,0
1000638102ns,h19,h26,3,7,655B,0
1000638111ns,h26,h17,3,13,5336B,0
1000638512ns,h25,h29,3,16,389674B,0
1000639027ns,h19,h30,3,8,4976B,0
1000639262ns,h18,h28,3,9,6446B,0
1000639297ns,h24,h18,3,7,4176B,0
1000639303ns,h24,h26,3,10,1342B,0
1000639576ns,h26,h23,3,8,1935B,0
1000639646ns,h20,h19,3,6,5779B,0
1000639787ns,h23,h31,3,12,7368B,0
1000639900ns,h21,h32,3,9,6735B,0
1000640652ns,h22,h31,3,18,6501B,0
1000640726ns,h29,h25,3,13,1947B,0
1000640834ns,h26,h30,3,6,702B,0
1000640983ns,h28,h20,3,10,5118B,0
1000641594ns,h25,h21,3,8,78192B,0
1000641765ns,h30,h31,3,11,3136B,0
1000641801ns,h28,h26,3,8,4345B,0
1000641802ns,h25,h20,3,11,6193B,0
1000641932ns,h32,h19,3,12,41942B,0
1000642773ns,h32,h20,3,7,87060B,0
1000644178ns,h24,h21,3,6,22B,0
1000644609ns,h20,h28,3,8,7617B,0
1000645045ns,h32,h21,3,4,4059B,0
1000645075ns,h27,h18,3,10,7674B,0
1000645287ns,h28,h31,3,8,11561B,0
1000645763ns,h24,h27,3,8,29150B,0
1000646024ns,h22,h32,3,9,7924B,0
1000646130ns,h23,h19,3,9,22670B,0
1000648002ns,h26,h30,3,7,14482B,0
1000648035ns,h30,h17,3,8,2803B,0
1000648132ns,h32,h25,3,12,762B,0
1000648891ns,h26,h24,3,10,11275B,0
1000649501ns,h29,h19,3,7,6563B,0
1000650089ns,h21,h30,3,9,1849289B,0
1000650301ns,h22,h21,3,8,2876B,0
1000650497ns,h19,h31,3,11,5348B,0
1000650757ns,h30,h28,3,12,4505B,0
1000651023ns,h28,h30,3,11,27780B,0
1000651255ns,h31,h30,3,9,6198B,0
1000652166ns,h32,h29,3,10,41359B,0
1000652889ns,h31,h28,3,10,9058B,0
1000652980ns,h18,h17,3,10,1915706B,0
1000653076ns,h30,h19,3,12,7202B,0
1000653170ns,h28,h20,3,11,316662B,0
1000653275ns,h32,h26,3,6,3024B,0
1000653389ns,h17,h19,3,15,5835B,0
1000653420ns,h29,h24,3,13,7017B,0
1000653851ns,h19,h17,3,12,467533B,0
1000654461ns,h20,h22,3,8,6926B,0
1000654659ns,h17,h20,3,9,25600B,0
1000654926ns,h22,h19,3,10,7450B,0
1000655344ns,h29,h22,3,11,6446B,0
1000655384ns,h17,h31,3,8,5401B,0
1000656276ns,h20,h27,3,11,5204B,0
1000656515ns,h27,h28,3,5,4569B,0
1000656571ns,h18,h27,3,6,3687B,0
1000657084ns,h27,h20,3,5,117880B,0
1000658534ns,h19,h22,3,6,6654B,0
1000658975ns,h17,h21,3,12,25698B,0
1000659077ns,h29,h25,3,14,28797B,0
1000659451ns,h21,h32,3,10,77826B,0
1000660136ns,h27,h20,3,6,4076B,0
1000660570ns,h27,h25,3,9,4937B,0
1000661589ns,h22,h18,3,9,7490B,0
1000662065ns,h20,h23,3,11,4801B,0
1000662459ns,h30,h32,3,10,2510B,0
1000662691ns,h22,h31,3,19,12755B,0
1000663258ns,h17,h18,3,10,6775B,0
1000663270ns,h28,h30,3,12,6655B,0
1000663418ns,h29,h28,3,14,9289B,0
1000663581ns,h23,h31,3,13,2001B,0
1000663624ns,h29,h24,3,14,49996B,0
1000663777ns,h27,h23,3,15,6165B,0
1000664032ns,h19,h31,3,12,7997B,0
1000664371ns,h20,h25,3,9,7206B,0
1000664611ns,h27,h29,3,15,7249B,0
1000664731ns,h22,h19,3,11,9249B,0
1000664765ns,h20,h18,3,11,1548B,0
1000665231ns,h21,h24,3,11,6311B,0
1000665696ns,h17,h22,3,4,3668B,0
1000665807ns,h30,h25,3,15,5386B,0
1000666598ns,h32,h22,3,9,6441B,0
1000666781ns,h26,h30,3,8,5077B,0
1000666992ns,h21,h28,3,14,5533B,0
1000667307ns,h20,h23,3,12,10720B,0
1000667837ns,h19,h28,3,12,755B,0
1000667862ns,h27,h25,3,10,106061B,0
1000667877ns,h20,h19,3,7,7237B,0
1000667949ns,h29,h17,3,16,2853B,0
1000668119ns,h19,h26,3,8,6834B,0
1000668234ns,h31,h25,3,12,1411B,0
1000668481ns,h18,h26,3,8,6352B,0
1000669054ns,h26,h23,3,9,7970B,0
1000669400ns,h28,h24,3,12,5646B,0
1000669959ns,h31,h23,3,9,4733B,0
1000670180ns,h22,h18,3,10,7841B,0
1000670525ns,h25,h18,3,9,63984B,0
1000670927ns,h17,h27,3,9,26959B,0
1000671121ns,h31,h28,3,11,5348B,0
1000671940ns,h19,h20,3,8,25298B,0
1000672386ns,h19,h20,3,9,2006B,0
1000672407ns,h29,h26,3,8,1024B,0
1000672469ns,h28,h23,3,12,812877B,0
1000674599ns,h20,h31,3,12,12969B,0
1000675449ns,h22,h25,3,11,7333B,0
1000676260ns,h32,h25,3,13,6847B,0
1000676290ns,h21,h20,3,9,4687B,0
1000676476ns,h20,h18,3,12,31088B,0
1000676549ns,h28,h31,3,9,23570B,0
1000676575ns,h25,h18,3,10,6181B,0
1000676644ns,h28,h19,3,4,3844B,0
1000676760ns,h21,h20,3,10,7864B,0
1000677200ns,h24,h26,3,11,10392B,0
1000677648ns,h24,h27,3,9,1682709B,0
1000678001ns,h26,h23,3,10,14896B,0
1000678234ns,h23,h27,3,9,1591B,0
1000678418ns,h31,h21,3,13,1289750B,0
1000678594ns,h30,h29,3,4,23856B,0
1000678875ns,h23,h27,3,10,7052B,0
1000679193ns,h18,h26,3,9,4878B,0
1000680320ns,h26,h17,3,14,10865B,0
1000680348ns,h20,h22,3,9,7174B,0
1000680500ns,h32,h29,3,11,1670B,0
1000681377ns,h20,h27,3,12,6888B,0
1000681410ns,h29,h32,3,12,352B,0
1000681615ns,h22,h24,3,11,14778B,0
1000681790ns,h24,h25,3,6,18837B,0
1000682135ns,h32,h20,3,8,10667B,0
1000682440ns,h24,h17,3,11,1595B,0
1000682731ns,h18,h20,3,11,7101B,0
1000682811ns,h22,h24,3,12,5400B,0
1000682877ns,h21,h26,3,13,2239B,0
1000683345ns,h32,h30,3,6,29953B,0
1000683726ns,h32,h21,3,5,77815B,0
1000683835ns,h25,h22,3,16,50388B,0
1000684355ns,h21,h28,3,15,6609B,0
1000684420ns,h18,h27,3,7,25465B,0
1000684747ns,h28,h31,3,10,3451B,0
1000685358ns,h18,h24,3,9,4572B,0
1000685439ns,h18,h26,3,10,36194B,0
1000685578ns,h29,h27,3,12,7120B,0
1000685640ns,h24,h20,3,6,3942B,0
1000686270ns,h24,h19,3,8,2269B,0
1000686945ns,h27,h31,3,10,3982B,0
1000688420ns,h27,h20,3,7,6305B,0
1000688630ns,h29,h17,3,17,4641B,0
1000688817ns,h31,h21,3,14,10969B,0
1000688926ns,h25,h27,3,10,4363B,0
1000689003ns,h22,h28,3,9,1368B,0
1000689043ns,h18,h19,3,7,30947B,0
1000689653ns,h26,h25,3,13,7755B,0
1000689672ns,h26,h22,3,15,235188B,0
1000690395ns,h26,h28,3,8,3174B,0
1000690807ns,h23,h22,3,9,26432B,0
1000691479ns,h26,h29,3,12,299B,0
1000691494ns,h26,h20,3,5,6666B,0
1000691917ns,h30,h32,3,11,6164B,0
1000692129ns,h26,h25,3,14,2201B,0
1000692324ns,h26,h23,3,11,17463B,0
1000692557ns,h20,h28,3,9,4359B,0
1000693717ns,h20,h23,3,13,30983B,0
1000693868ns,h19,h17,3,13,8513B,0
1000694116ns,h26,h24,3,11,23506B,0
1000694154ns,h24,h21,3,7,25798B,0
1000694244ns,h29,h27,3,13,14995B,0
1000694290ns,h28,h25,3,15,11114B,0
1000694398ns,h32,h30,3,7,71B,0
1000694612ns,h20,h24,3,9,2502B,0
1000694831ns,h23,h19,3,10,3613B,0
1000695016ns,h30,h19,3,13,7009B,0
1000695272ns,h18,h26,3,11,58B,0
1000695383ns,h24,h21,3,8,2218B,0
1000695589ns,h20,h32,3,11,6209B,0
1000695646ns,h19,h31,3,13,716B,0
1000696173ns,h17,h25,3,9,4773B,0
1000696332ns,h22,h31,3,20,3837B,0
1000696489ns,h17,h30,3,7,3042B,0
1000696499ns,h30,h21,3,12,4754B,0
1000696736ns,h20,h24,3,10,28189B,0
1000696841ns,h23,h18,3,9,4018B,0
1000697203ns,h20,h22,3,10,7628B,0
1000697752ns,h31,h18,3,11,10940B,0
1000698330ns,h25,h20,3,12,7854B,0
1000698531ns,h22,h17,3,14,3292B,0
1000698885ns,h18,h30,3,11,5041B,0
1000699102ns,h27,h26,3,7,4370B,0
1000699136ns,h29,h24,3,15,6673B,0
1000699400ns,h19,h21,3,11,150486B,0
1000699651ns,h32,h26,3,7,3800B,0
1000699982ns,h32,h28,3,10,6792B,0
1000700313ns,h19,h29,3,11,1142B,0
1000700475ns,h28,h19,3,5,5264B,0
1000701095ns,h22,h27,3,8,101279B,0
1000701215ns,h25,h27,3,11,35950B,0
1000701413ns,h21,h26,3,14,1660B,0
1000702163ns,h19,h28,3,13,23533B,0
1000702690ns,h27,h25,3,11,9656B,0
1000702694ns,h32,h27,3,8,45828B,0
1000703066ns,h22,h27,3,9,6000B,0
1000703077ns,h20,h17,3,8,5670B,0
1000703318ns,h27,h19,3,9,30613B,0
1000703483ns,h27,h26,3,8,6652B,0
1000703824ns,h28,h29,3,6,12860B,0
1000703846ns,h20,h19,3,8,3098B,0
1000704067ns,h26,h27,3,9,1193B,0
1000704425ns,h19,h29,3,12,5825B,0
1000705781ns,h23,h30,3,6,4844B,0
1000705828ns,h29,h26,3,9,6442B,0
1000706256ns,h29,h18,3,14,4994B,0
1000706578ns,h26,h21,3,6,25166B,0
1000706704ns,h22,h21,3,9,11052B,0
1000707183ns,h26,h24,3,12,5336B,0
1000707215ns,h28,h29,3,7,2195B,0
1000707379ns,h19,h26,3,9,9245B,0
1000707626ns,h21,h32,3,11,6694B,0
1000707667ns,h30,h28,3,13,2650B,0
1000707847ns,h20,h19,3,9,606B,0
1000707962ns,h27,h32,3,11,7348B,0
1000708073ns,h28,h17,3,14,6480B,0
1000708100ns,h23,h22,3,10,6991B,0
1000708430ns,h19,h27,3,12,5612B,0
1000708473ns,h32,h23,3,18,6069B,0
1000708912ns,h21,h17,3,7,5401B,0
1000708917ns,h32,h21,3,6,1530B,0
1000709407ns,h32,h20,3,9,6644B,0
1000709429ns,h31,h29,3,11,2121B,0
1000709463ns,h18,h26,3,12,7839B,0
1000709581ns,h19,h30,3,9,12022B,0
1000709835ns,h29,h20,3,11,2929B,0
1000710058ns,h32,h22,3,10,3515B,0
1000710283ns,h20,h30,3,14,4098B,0
1000710443ns,h31,h29,3,12,7191B,0
1000710485ns,h25,h23,3,9,5531B,0
1000710888ns,h17,h25,3,10,29213B,0
1000711583ns,h23,h32,3,10,6754B,0
1000711613ns,h24,h28,3,9,6561B,0
1000711749ns,h24,h28,3,10,3811B,0
1000711781ns,h28,h27,3,15,1584B,0
1000711862ns,h31,h32,3,11,52925B,0
1000711929ns,h30,h31,3,12,1738B,0
1000711932ns,h22,h21,3,10,2271B,0
1000712404ns,h32,h24,3,11,3407B,0
1000712473ns,h29,h27,3,14,7003B,0
1000712938ns,h31,h20,3,13,7541B,0
1000713479ns,h18,h27,3,8,5748B,0
1000713511ns,h18,h31,3,12,5431B,0
1000713647ns,h26,h21,3,7,7558B,0
1000713727ns,h24,h22,3,6,4283B,0
1000714051ns,h31,h24,3,12,15603B,0
1000714340ns,h19,h23,3,13,7550B,0
1000714772ns,h18,h27,3,9,7228B,0
1000715068ns,h20,h17,3,9,503B,0
1000715116ns,h32,h29,3,12,5003B,0
1000715660ns,h17,h21,3,13,13386B,0
1000715881ns,h29,h26,3,10,3591B,0
1000715896ns,h23,h26,3,8,7588B,0
1000715939ns,h19,h26,3,10,246226B,0
1000716329ns,h23,h25,3,10,5825B,0
1000716559ns,h19,h17,3,14,6494B,0
1000716628ns,h26,h18,3,7,3698B,0
1000716635ns,h18,h23,3,10,122B,0
1000716759ns,h30,h21,3,13,4063B,0
1000717442ns,h30,h24,3,10,6096B,0
1000717856ns,h18,h24,3,10,7240B,0
1000718012ns,h25,h19,3,11,20840B,0
1000718056ns,h24,h32,3,11,4524B,0
1000718096ns,h25,h19,3,12,4862B,0
1000718168ns,h27,h17,3,13,10003B,0
1000718622ns,h28,h22,3,10,7759B,0
1000719138ns,h18,h28,3,10,9573B,0
1000719532ns,h23,h30,3,7,27551B,0
1000719609ns,h24,h18,3,8,1546B,0
1000719872ns,h18,h17,3,11,2171B,0
1000720214ns,h32,h21,3,7,6308B,0
1000720988ns,h19,h26,3,11,7312B,0
1000720992ns,h21,h31,3,8,7671B,0
1000721024ns,h20,h22,3,11,4006B,0
1000721411ns,h24,h29,3,7,2374B,0
1000721497ns,h25,h19,3,13,49501B,0
1000721515ns,h17,h27,3,10,4093B,0
1000721586ns,h26,h20,3,6,311B,0
1000721985ns,h21,h29,3,8,4463B,0
1000722153ns,h21,h31,3,9,6488B,0
1000722294ns,h32,h24,3,12,7492B,0
1000722493ns,h31,h27,3,11,11305B,0
1000722843ns,h23,h22,3,11,2539B,0
1000722854ns,h27,h30,3,5,6407B,0
1000723810ns,h26,h23,3,12,4785B,0
1000723879ns,h32,h26,3,8,10286B,0
1000724072ns,h25,h32,3,12,5125B,0
1000724667ns,h32,h25,3,14,16818B,0
1000724823ns,h25,h24,3,7,3342B,0
1000724853ns,h24,h18,3,9,1625923B,0
1000724868ns,h21,h32,3,12,6524B,0
1000724899ns,h28,h25,3,16,5681B,0
1000725599ns,h28,h27,3,16,10354B,0
1000725679ns,h29,h20,3,12,5292B,0
1000725896ns,h18,h27,3,10,618B,0
1000725963ns,h24,h18,3,10,5828B,0
1000726260ns,h25,h17,3,7,4505B,0
1000726337ns,h23,h30,3,8,7733B,0
1000726948ns,h26,h21,3,8,6570B,0
1000727364ns,h26,h25,3,15,19894B,0
1000727548ns,h31,h25,3,13,6247B,0
1000727556ns,h17,h27,3,11,2709B,0
1000727918ns,h25,h17,3,8,2592B,0
1000728053ns,h17,h19,3,16,6967B,0
1000728256ns,h17,h18,3,11,4307B,0
1000728637ns,h32,h29,3,13,3691B,0
1000728773ns,h19,h24,3,6,76805B,0
1000729110ns,h22,h20,3,9,2429B,0
